Product_1469,Product_79,Product_85,Product_56,Product_1313,Product_338,Product_1037,Product_1682,Product_2183,Product_106,Product_1586,Product_1641,Product_993,Product_1673,Product_1602,Product_2289,Product_326,Product_98,Product_2106,Product_461
3,0,2,0,1,2,0,1,1,0,0,1,2,1,0,3,5,0,5,0
4,4,0,0,1,4,0,1,0,0,1,1,1,0,0,2,1,0,3,0
4,2,1,0,0,1,0,1,0,0,0,0,0,0,1,1,2,0,3,0
2,0,0,3,2,1,1,1,2,0,0,1,0,2,1,0,2,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,3,0,4,4,1,0,3,1,1,4,1,0,0,1,5,1,4,3
2,1,5,0,3,8,1,0,1,1,1,0,1,1,1,0,7,0,4,1
1,1,1,2,2,5,0,0,1,1,0,0,1,0,1,1,3,1,4,1
3,0,0,0,1,0,0,0,7,1,0,2,1,0,0,0,2,0,4,0
2,1,1,0,0,2,0,0,3,0,1,0,1,2,0,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,3,0,0,4,2,0,1,0,0,3,0,1,1,3,6,0,7,1
2,0,2,0,1,1,3,0,1,0,1,1,2,1,2,1,5,1,9,2
1,0,0,0,3,1,0,0,0,1,2,3,0,2,0,0,4,0,3,1
1,0,2,1,0,3,1,0,4,0,0,0,4,1,0,0,3,0,2,1
5,0,2,1,0,1,0,0,0,0,0,0,0,0,0,2,6,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,2,0,1,1,1,0,3,1,0,1,0,2,0,0,3,0,7,0
1,1,5,0,0,2,2,0,0,0,0,9,1,2,0,0,1,0,4,1
1,0,2,0,0,2,0,0,1,0,0,1,5,0,0,2,3,0,5,0
1,0,1,0,2,4,0,0,4,0,0,1,1,1,0,0,0,0,3,1
1,0,3,0,0,3,0,0,1,0,1,2,2,0,0,1,2,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,4,2,0,0,2,2,2,0,0,1,4,5,0,0,0,6,0,12,0
6,2,5,2,0,5,0,1,3,4,1,1,3,1,1,0,4,1,3,2
2,1,2,1,2,2,0,1,0,0,0,1,2,1,0,0,1,1,8,0
2,2,0,0,0,3,0,0,2,0,0,1,0,1,0,1,2,1,1,1
2,0,2,1,0,1,1,2,3,0,1,2,0,2,0,0,4,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,7,2,5,8,4,0,11,0,2,6,4,3,1,2,23,0,15,1
0,0,1,0,1,5,0,0,0,0,0,1,0,0,0,5,3,1,2,0
0,0,3,0,1,2,1,0,0,0,1,1,1,1,1,0,12,1,2,1
0,2,1,0,1,2,2,1,1,0,0,2,1,1,0,1,8,0,6,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,0,7,1,4,0,5,4,1,9,7,5,1,6,20,0,14,0
0,1,4,0,0,2,0,0,1,1,0,2,0,0,0,1,4,2,3,1
1,0,3,1,0,1,1,0,0,1,0,0,0,0,1,0,2,0,8,0
1,2,3,0,1,2,0,0,2,0,0,1,1,0,0,0,4,0,4,0
4,0,1,0,0,3,0,0,1,0,1,3,0,0,0,3,3,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,1,0,1,4,0,2,1,0,1,6,3,0,0,1,3,3,9,1
3,2,6,1,8,3,0,0,2,0,1,5,2,0,0,2,6,0,4,0
2,3,2,0,0,0,1,1,1,0,0,0,0,1,0,0,2,0,1,0
3,3,2,1,0,0,0,0,3,2,0,5,3,3,0,0,4,0,1,1
2,1,0,1,1,0,2,0,0,0,0,0,3,1,2,1,4,1,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,4,1,2,6,4,2,2,0,1,3,2,1,0,5,3,2,10,0
0,3,4,0,3,3,1,0,1,2,0,6,2,4,0,3,4,0,3,0
0,1,2,0,1,1,1,0,1,1,0,0,0,1,0,1,4,0,2,0
2,2,0,0,0,3,1,0,3,1,0,1,0,3,0,2,1,0,3,0
2,0,2,0,6,1,0,0,0,0,0,2,0,3,0,1,7,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,5,0,0,1,0,0,1,3,0,3,3,1,2,1,6,0,9,1
1,1,2,1,0,0,0,0,2,0,0,2,0,0,0,1,1,0,3,1
1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,4,0,3,0
1,5,1,0,4,2,1,0,3,0,0,4,3,0,0,4,4,1,4,1
3,6,2,0,2,2,0,0,0,1,2,3,2,3,0,0,1,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,3,1,3,2,1,0,6,0,1,9,1,2,1,4,11,1,7,0
2,2,2,0,1,5,0,0,5,0,1,2,2,2,0,1,9,2,12,0
3,0,2,0,3,1,0,0,2,0,0,2,2,4,0,1,4,0,1,2
4,3,0,0,0,2,1,0,7,0,0,2,3,4,1,0,7,0,3,1
0,2,0,0,0,4,0,0,3,0,0,1,1,1,0,2,2,0,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,1,3,2,0,5,1,1,0,4,6,1,1,4,11,0,5,2
2,1,3,0,0,3,1,0,1,0,0,3,4,0,1,2,6,0,10,1
2,0,2,0,2,2,0,0,0,0,0,0,3,3,2,1,5,0,3,0
3,3,0,0,0,3,0,0,0,0,0,2,5,1,0,2,6,0,3,0
6,8,2,0,0,0,2,0,0,0,0,2,4,4,2,0,6,0,8,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10,3,1,0,5,0,1,2,1,0,3,8,1,0,2,5,0,9,1
1,4,2,0,0,1,1,1,2,0,1,5,0,0,0,0,2,0,2,2
2,7,0,0,1,2,0,0,0,2,0,1,3,0,0,0,3,0,1,0
1,2,3,2,3,1,0,0,0,3,0,6,1,0,0,0,5,0,3,2
1,5,2,0,1,1,0,0,1,3,0,4,2,0,0,0,2,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,4,4,2,1,2,0,0,0,6,0,5,1,6,0,0,9,0,8,1
2,4,0,2,0,2,1,1,0,3,0,2,0,2,0,0,2,0,3,0
0,5,2,0,0,1,0,0,0,1,0,2,1,2,1,3,2,0,1,1
0,6,2,0,2,3,0,1,1,3,0,2,1,1,0,0,3,0,5,1
2,2,1,0,0,1,0,0,3,4,0,1,0,0,1,0,1,1,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,12,2,1,4,3,0,3,4,3,0,4,2,1,0,0,5,1,7,0
1,15,3,0,1,4,0,0,1,4,2,3,4,3,0,1,8,0,1,0
0,5,0,1,0,1,0,0,1,2,0,1,1,2,0,0,3,2,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,2,4,0,0,0,2,0,3,2,0,0,0,1,1,1,2
2,0,1,0,0,0,0,0,1,3,0,1,1,0,1,3,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,2,0,1,10,1,0,3,7,0,6,4,2,0,5,1,3,9,2
1,0,0,1,0,1,0,0,0,2,0,1,1,0,0,1,1,0,4,0
0,0,0,1,1,2,0,1,2,1,1,4,3,1,0,0,2,0,5,1
1,0,1,0,1,0,0,0,0,1,0,2,1,1,0,0,1,0,4,0
0,0,0,1,0,1,0,1,1,1,0,2,0,0,0,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,1,0,0,1,1,0,10,3,0,4,3,1,1,0,7,1,8,2
1,0,0,0,0,3,0,0,0,2,0,1,0,4,0,0,4,0,5,0
1,3,2,0,2,1,0,0,2,1,0,2,0,0,0,1,3,0,5,0
1,2,0,0,1,1,0,0,4,2,0,0,2,3,0,0,1,0,2,0
1,4,0,0,0,3,0,0,1,1,2,3,1,1,0,0,3,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,0,0,0,2,1,0,5,3,0,10,6,4,0,5,12,0,11,1
1,2,4,0,0,0,1,0,5,0,0,2,3,2,0,0,9,2,6,0
1,4,0,0,1,1,1,0,4,2,0,3,3,1,0,0,5,1,3,0
1,2,0,0,0,2,1,0,3,0,0,3,2,1,0,0,0,0,6,0
2,2,2,0,0,1,1,0,0,0,1,2,1,0,0,0,5,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,5,0,0,3,1,0,3,3,4,0,0,5,1,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,1,1,1,0,0,0,4,0,0,6,2,0,0,1,6,1,4,1
5,1,0,0,0,0,0,0,2,0,0,3,4,0,0,0,0,0,3,2
2,1,2,0,2,2,1,0,3,0,0,4,1,0,0,0,2,0,5,0
5,1,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,3,0,0,4,0,0,4,1,0,6,3,1,0,2,2,1,4,1
6,3,6,0,0,1,0,1,0,1,0,3,4,0,1,0,6,0,5,0
2,0,1,0,2,1,0,0,2,1,0,1,1,0,0,2,1,0,1,0
0,1,1,2,1,3,1,0,1,1,0,2,0,0,1,0,3,0,3,1
4,3,1,0,0,0,0,0,1,1,0,3,1,1,1,1,1,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,5,0,0,2,0,3,1,0,0,0,1,2,0,3,0,0,6,0
5,0,7,2,0,2,2,3,6,0,0,7,4,2,1,2,10,1,15,3
2,0,7,1,4,2,3,0,2,0,3,8,1,3,1,3,4,0,9,1
2,0,10,1,0,5,3,0,2,0,1,2,1,2,0,7,5,0,6,0
4,0,9,3,5,2,2,1,1,1,0,2,2,3,0,3,7,1,9,1
4,0,6,0,0,6,2,0,6,2,1,4,0,1,0,3,2,2,9,0
1,0,6,3,0,2,4,0,5,3,0,4,0,0,0,3,5,1,14,1
3,4,6,0,2,4,1,0,1,3,1,5,1,1,1,3,11,0,10,0
4,3,4,0,4,6,1,0,1,1,0,4,1,1,0,1,4,0,7,3
2,0,1,0,0,2,0,1,2,0,0,0,0,0,3,0,0,0,3,0
3,4,5,0,0,11,0,0,1,0,1,4,2,3,1,5,11,1,7,2
1,5,3,2,0,3,2,0,2,0,0,3,1,2,1,2,0,0,7,0
1,3,2,1,2,7,3,0,1,2,0,3,2,0,1,1,2,1,4,0
5,2,5,0,2,3,1,0,3,0,0,3,1,1,0,0,2,0,8,2
3,0,13,1,8,3,10,0,4,1,0,8,3,1,1,4,9,0,6,2
3,0,2,1,4,7,6,1,8,2,1,9,4,3,1,2,12,0,11,0
11,0,0,3,3,14,10,4,4,0,4,9,7,3,0,11,10,0,25,4
0,0,1,1,0,4,4,1,4,0,1,1,2,2,0,4,2,0,14,0
3,1,4,1,1,3,2,1,2,3,1,3,1,5,0,4,0,2,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,3,5,0,0,3,2,0,5,1,0,6,4,3,1,5,5,1,9,2
5,5,5,2,0,6,1,0,2,3,0,3,3,4,0,2,6,0,4,0
4,3,6,4,0,5,2,1,3,1,0,4,2,2,0,3,4,0,7,3
4,4,8,0,0,8,3,2,2,2,1,1,2,2,2,2,4,1,13,0
6,4,3,1,0,5,2,1,5,2,0,4,0,0,1,12,6,0,13,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,9,1,7,7,7,0,1,0,1,8,0,0,0,6,0,0,20,0
5,5,5,1,0,7,7,3,2,0,1,13,0,5,0,9,0,2,20,0
1,0,1,3,7,2,0,3,2,1,0,0,1,2,3,2,0,0,11,1
0,2,3,1,0,4,1,0,3,7,0,0,0,1,0,6,0,0,12,0
1,0,1,1,0,2,2,0,3,1,0,0,3,2,0,0,0,0,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,0,0,0,7,2,0,0,0,0,1,6,2,0,6,6,0,11,0
5,5,6,1,0,8,3,0,0,2,0,6,3,2,0,3,9,2,4,0
1,0,2,2,3,1,1,0,1,1,2,6,5,3,1,1,3,0,7,0
2,4,0,1,2,2,0,0,1,1,0,3,0,1,1,0,4,0,4,0
0,2,1,1,0,0,1,0,2,1,0,1,0,3,1,0,1,1,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,0,0,0,5,0,0,2,2,1,4,2,3,0,4,13,0,11,0
1,1,4,1,0,2,2,0,2,0,0,2,1,4,2,4,5,1,13,1
2,2,3,0,0,1,2,0,1,2,0,3,0,0,1,2,0,0,11,0
3,1,1,0,0,1,1,0,3,0,0,3,1,3,0,2,1,1,6,0
3,0,2,1,0,1,0,1,4,0,0,3,3,1,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,7,0,0,2,0,2,2,3,0,5,3,5,0,2,0,1,23,0
6,2,5,0,0,4,0,0,2,1,0,5,1,0,0,1,5,0,9,0
6,7,3,0,0,1,0,0,5,3,1,6,4,1,0,0,5,1,7,0
2,2,2,1,1,0,1,0,0,3,0,0,2,2,0,0,5,2,3,1
3,5,1,0,0,0,0,1,6,2,2,1,2,0,0,1,3,1,10,0
1,1,2,1,1,3,0,0,4,0,0,1,2,1,0,2,5,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,8,2,3,4,1,1,5,1,1,9,3,3,0,2,11,2,11,2
1,2,3,1,0,4,2,2,1,0,0,1,1,0,0,4,0,0,8,0
6,1,2,0,2,6,1,0,3,1,0,4,3,2,1,4,0,1,12,0
2,1,2,2,2,6,2,0,2,12,0,6,1,1,1,0,0,0,15,0
2,1,3,0,1,3,1,0,0,0,2,7,1,2,0,3,1,0,12,1
3,0,0,0,0,2,1,0,3,0,0,2,2,0,0,6,14,0,7,0
2,1,0,2,0,6,2,2,8,1,0,5,2,6,0,2,10,0,19,1
6,1,5,1,3,3,1,0,4,0,0,3,0,3,0,1,1,0,14,1
1,0,2,2,1,2,1,0,3,1,1,6,1,1,1,0,8,0,11,0
6,0,3,1,1,5,2,1,4,0,0,11,4,4,1,1,8,1,12,1
3,0,3,1,0,2,0,0,3,0,0,4,2,2,0,2,7,2,6,0
2,0,3,0,2,4,1,0,8,3,1,7,4,1,0,1,6,1,11,1
7,0,4,0,0,1,0,0,7,3,0,12,3,6,0,0,3,0,9,0
4,0,6,0,0,0,1,0,6,0,0,6,2,7,0,0,5,0,8,0
6,0,3,2,0,2,0,0,5,1,0,13,2,2,1,2,13,1,6,1
2,0,2,0,2,7,6,4,11,1,0,12,6,0,0,12,28,1,29,2
6,3,7,0,0,10,7,2,8,3,0,16,3,9,1,7,20,2,29,1
13,4,15,4,4,10,15,5,13,3,2,20,5,11,3,18,24,2,46,1
4,5,6,1,5,2,2,3,6,0,0,8,2,0,0,1,0,0,18,2
0,0,2,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,8,4,0,4,1,2,15,6,0,18,2,2,0,4,19,0,10,0
8,0,7,0,0,9,2,0,7,2,0,15,5,3,0,3,26,1,19,1
9,0,8,0,6,12,6,1,9,5,1,21,3,4,3,5,20,0,14,1
3,0,9,0,0,8,1,0,8,3,1,13,1,3,0,3,18,0,9,0
2,0,0,0,1,5,2,0,6,0,1,4,1,1,2,1,3,1,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3,8,1,5,14,8,5,10,0,0,0,3,0,2,21,1,0,25,4
4,0,2,0,0,3,4,2,1,1,1,0,1,0,3,4,1,0,7,0
1,0,0,0,0,5,0,1,7,1,0,0,0,0,0,3,0,0,6,0
4,1,1,2,1,4,3,0,7,0,0,1,3,0,1,3,0,1,4,0
6,1,5,1,5,2,0,0,3,3,0,6,4,2,0,1,3,0,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,7,1,2,3,0,0,10,6,0,12,1,1,1,2,15,1,16,0
3,0,3,2,4,12,2,0,5,0,0,16,8,5,0,3,19,0,20,1
1,1,0,1,1,3,3,0,2,1,0,5,1,0,0,1,7,0,1,1
3,2,0,2,3,1,1,0,2,2,0,9,2,2,1,0,6,0,6,1
2,7,1,0,1,3,0,0,1,1,0,7,3,2,0,0,7,1,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,9,1,1,8,2,2,10,3,1,6,3,1,0,3,9,2,7,1
9,1,7,4,1,9,0,0,5,2,1,5,1,1,0,6,13,7,15,4
8,0,1,1,0,2,3,1,0,0,2,6,2,1,2,1,10,1,7,0
3,1,2,2,0,5,2,0,1,0,1,1,0,0,0,0,5,1,9,0
4,3,5,4,1,4,1,0,0,1,0,3,0,0,0,0,7,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,7,0,3,4,0,0,2,1,1,4,4,3,1,1,3,0,6,1
3,4,6,0,0,4,1,0,1,1,2,4,2,5,0,1,7,0,15,0
3,1,5,2,2,2,0,0,1,0,0,1,1,0,1,4,5,1,6,0
1,4,2,0,0,3,0,0,2,2,0,4,2,2,0,0,8,1,1,0
2,1,3,1,3,6,0,0,3,3,0,4,0,0,0,0,3,0,7,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,6,3,0,8,2,1,7,0,0,5,5,2,0,2,11,2,10,0
9,6,9,6,2,16,0,1,7,2,1,5,0,1,1,1,26,2,10,3
4,5,12,1,2,9,4,1,5,3,0,5,2,2,1,3,8,0,15,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3,10,10,0,8,1,1,7,1,1,11,1,3,0,4,7,1,15,3
9,4,14,12,1,14,3,1,7,1,0,9,2,3,1,9,23,0,33,8
6,7,11,3,0,12,6,3,2,6,2,3,2,3,0,5,19,0,19,1
6,7,10,2,0,8,1,1,0,2,1,5,1,3,1,2,13,1,10,1
10,2,4,1,1,5,1,1,4,0,0,7,1,0,0,3,9,1,7,0
8,1,3,2,5,3,1,0,3,2,0,3,2,4,0,1,7,2,9,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,7,2,4,6,1,0,2,0,1,5,1,1,2,2,14,1,23,1
5,5,7,4,2,12,0,0,8,1,0,12,0,4,1,9,17,1,14,1
7,4,7,2,0,11,0,0,8,0,0,11,1,3,1,4,11,0,8,1
11,6,9,4,3,4,5,5,9,4,1,11,1,1,0,5,26,0,13,1
13,3,15,6,1,16,4,5,10,3,1,8,1,3,0,12,34,6,17,2
14,9,17,11,8,19,9,10,19,5,1,11,2,14,2,7,36,1,27,2
26,9,17,8,6,23,5,8,23,5,3,15,4,1,2,10,51,4,26,4
14,16,19,8,3,19,9,5,27,10,6,24,5,15,1,7,22,7,15,3
17,10,15,6,8,24,7,3,23,6,5,32,6,13,1,5,7,1,24,6
20,9,21,9,2,18,5,4,12,8,3,18,3,3,2,7,7,4,34,5
9,4,7,1,3,17,2,0,10,3,1,18,0,7,2,2,36,0,19,2
15,9,23,3,9,17,0,7,16,9,4,16,3,11,5,3,56,3,27,4
23,12,17,7,5,36,7,3,22,1,1,16,5,14,0,9,64,7,35,6
15,9,16,6,4,19,4,5,21,5,1,19,6,11,0,5,72,2,22,2
17,10,18,4,13,17,8,2,18,4,0,26,3,5,0,10,53,5,14,4
20,6,20,3,4,34,3,2,26,1,1,25,5,13,1,3,60,6,34,1
14,6,18,3,3,25,1,3,18,5,3,27,6,8,0,3,38,4,24,4
19,3,39,7,3,41,7,3,8,2,2,15,5,8,2,7,7,4,32,6
26,3,59,9,3,46,22,3,12,4,1,25,8,10,2,25,48,3,71,9
13,0,30,13,6,34,10,5,14,3,0,21,2,9,1,11,46,2,39,7
19,0,23,4,4,40,5,6,14,3,4,23,7,7,1,7,32,3,65,7
22,0,16,6,2,39,5,0,19,3,3,18,1,22,0,9,38,2,37,0
18,0,9,3,0,18,2,0,11,3,1,4,3,1,0,1,24,1,15,4
2,0,9,5,0,12,5,3,3,4,0,9,0,2,0,0,7,0,17,1
20,9,12,4,0,32,3,0,19,6,4,15,6,7,2,6,56,2,26,3
16,7,13,3,5,29,3,3,19,2,2,27,4,5,0,7,28,0,29,2
21,4,14,3,5,15,1,1,10,2,1,13,3,5,2,4,28,0,22,7
16,11,9,2,4,14,1,0,11,4,0,10,4,2,0,8,28,1,21,1
20,2,11,6,5,24,1,0,8,2,1,25,3,0,2,8,25,5,26,3
10,5,8,2,0,18,2,1,12,6,3,10,4,0,2,10,26,0,24,6
4,7,13,4,4,13,4,3,11,4,3,14,2,0,1,2,25,2,28,2
21,0,19,5,2,9,8,3,9,2,4,13,6,5,1,11,26,1,48,1
9,0,6,5,1,7,12,4,15,2,3,6,2,15,2,2,41,5,16,5
10,0,13,6,6,1,11,2,18,4,5,2,7,16,2,10,45,4,67,13
1,0,4,18,3,2,11,7,21,5,3,0,2,12,2,14,49,2,69,3
2,0,1,9,7,0,9,2,19,5,1,2,3,21,3,19,55,3,36,11
0,0,4,9,0,0,4,3,15,6,0,2,7,7,0,10,39,0,10,1
2,0,0,4,1,0,0,2,9,0,0,0,2,11,2,17,16,3,15,0
12,1,12,5,0,2,0,1,12,2,1,24,4,0,1,6,34,0,29,5
18,0,15,1,10,1,5,4,10,5,1,20,3,0,1,5,21,0,29,3
31,0,19,3,9,0,1,1,1,8,1,6,4,0,3,11,4,0,36,9
29,0,20,5,3,1,4,1,2,6,0,1,4,0,1,5,2,0,45,4
34,1,26,3,7,1,5,0,0,1,3,0,4,1,4,5,4,0,34,5
17,1,15,2,4,3,1,1,4,1,2,4,2,0,1,6,1,1,28,3
15,0,11,2,0,29,2,1,9,2,0,5,1,1,0,4,0,2,19,5
1,0,1,3,2,0,0,3,10,3,0,0,1,0,3,21,1,1,25,0
0,0,1,8,2,0,2,2,9,1,0,0,2,2,1,18,5,3,21,0
0,0,0,2,2,0,0,3,4,0,0,0,2,1,0,11,1,1,23,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,11,2,0,3,0,1,1,0,0,10,2,0,0,8,0,1,26,0
22,0,13,2,5,33,5,1,10,1,4,3,3,9,0,7,0,2,35,7
27,0,38,4,2,47,6,4,15,0,1,0,5,7,1,19,0,2,38,5
15,1,12,2,2,55,1,2,15,1,3,2,7,3,2,6,1,2,25,6
4,2,4,0,0,12,1,0,1,2,1,6,2,1,1,1,4,0,10,2
4,2,6,0,6,6,0,2,8,0,2,2,0,4,0,0,10,2,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
